,name,preferred_formation,profile,team_style,pressing_intensity,defensive_line,win_pct,clean_sheet_pct,fail_to_score_pct
1214,Sergen Yalcin,4-2-3-1,balanced,neutral,0.734425361150086,mid,48.5,27.3,18.2
1215,Sergio,4-2-3-1,balanced,neutral,0.5707344450610778,mid,30.8,29.5,35.9
1216,Sergio Blanco,4-2-3-1,balanced,neutral,0.5751405138321752,mid,25.0,12.5,25.0
1217,Sergio Bueno,5-4-1,balanced,neutral,0.4063991655584471,low,17.6,5.9,20.6
1218,Sérgio Conceição,4-2-3-1,balanced,neutral,0.5727084010458144,mid,46.4,25.0,17.9
1219,Sergio Costa,4-4-2,defensive,neutral,0.2228837010143101,high,30.0,40.0,30.0
1220,Sergio Navarro,,,,,,,,
1221,Sérgio Roberto de Braga Filho,4-2-3-1,defensive,neutral,,,50.0,50.0,50.0
1222,Serhiy Rebrov,4-3-3,defensive,soft,,,100.0,100.0,0.0
1223,Seung-jin Joo,4-4-2,defensive,hard,0.4740936504752297,mid,10.0,20.0,20.0
1224,Shao Jiayi,,attacking,soft,,,0.0,0.0,0.0
1225,Shigetoshi Hasebe,4-2-3-1,attacking,soft,0.2195760689751701,high,60.0,10.0,30.0
1226,Shinya Tsukahara,3-4-2-1,defensive,neutral,0.2258269486458766,mid,36.4,27.3,36.4
1227,Shuhei Terada,,,,,,,,
1228,Shuhei Yomoda,,,,,,,,
1229,Simone Inzaghi,4-3-3,attacking,soft,0.7435260984302546,high,71.4,42.9,3.6
1230,Simon Weaver,,,,,,,,
1231,Sixto Vizuete,4-2-3-1,attacking,soft,,,100.0,0.0,0.0
1232,Sławomir Majak,,,,,,,,
1233,Sotiris Sylaidopoulos,3-4-3,balanced,neutral,0.4959865201990946,high,25.8,16.1,38.7
1234,Souhail Khachroum,,,,,,,,
1235,Srđan Blagojević,,attacking,soft,,,0.0,0.0,50.0
1236,Srdjan Tufegdzic,4-3-3,balanced,soft,,,10.0,6.7,26.7
1237,Ståle Solbakken,4-4-2,defensive,soft,,,0.0,50.0,50.0
1238,Stanimir Stoilov,3-4-1-2,balanced,neutral,0.5088668100751987,mid,41.9,51.6,25.8
1239,Stanislav Genchev,5-3-2,balanced,neutral,0.3996166040506274,high,29.0,22.6,29.0
1240,Stanley Eguma,4-3-3,balanced,neutral,,,31.4,34.3,34.3
1241,Stefan Billborn,4-3-3,balanced,hard,0.7641533417438662,mid,45.7,34.3,28.6
1242,Stefano Cusin,4-4-1-1,defensive,soft,,,0.0,66.7,100.0
1243,Stefan Reisinger,,,,,,,,
1244,Stefan Tarkovic,,defensive,soft,,,0.0,0.0,100.0
1245,Stephane Dief,,defensive,soft,,,75.0,100.0,25.0
1246,Stephane Dumont,,attacking,soft,,,80.0,60.0,0.0
1247,Stéphane Lamant,,,,,,,,
1248,Stephane Masala,,,,,,,,
1249,Stephane Rossi,,attacking,soft,,,66.7,66.7,0.0
1250,Stéphane Saugy,,,,,,,,
1251,Stephan Helm,3-4-2-1,balanced,neutral,,,44.4,25.9,14.8
1252,Stephan Lichtsteiner,4-2-3-1,balanced,neutral,0.7353209315105299,mid,38.6,22.7,22.7
1253,Stephen Pitt,,,,,,,,
1254,Steve Barker,4-2-3-1,balanced,soft,,,30.0,40.0,30.0
1255,Steve Clarke,4-2-3-1,defensive,soft,,,0.0,0.0,100.0
1256,Steve Colpaert,4-2-3-1,balanced,neutral,0.4176634045077839,low,32.4,23.5,23.5
1257,Steve Cotterill,,attacking,neutral,,,60.0,40.0,40.0
1258,Steve Evans,,defensive,neutral,,,33.3,0.0,66.7
1259,Steven Pressley,4-1-4-1,balanced,neutral,0.270657766643597,high,23.5,14.7,44.1
1260,Steven Schumacher,,balanced,neutral,,,33.3,0.0,33.3
1261,Steve Robinson,4-2-3-1,balanced,neutral,0.4654492246350822,mid,27.8,25.0,44.4
1262,Stijn Stijnen,,,,,,,,
1263,Stjepan Tomas,4-2-3-1,balanced,neutral,0.7616672897595369,high,36.1,36.1,36.1
1264,Sued Kleiton  de Lima,4-2-2-2,attacking,hard,,,50.0,50.0,0.0
1265,Sun-hong Hwang,4-2-3-1,balanced,neutral,0.4283113864773775,high,30.0,10.0,40.0
1266,Sven Korner,,,,,,,,
1267,Sylvain Ripoll,,attacking,soft,,,66.7,33.3,33.3
1268,Sylvinho,4-1-3-2,defensive,soft,,,0.0,0.0,100.0
1269,Tae-Ha Park,4-1-4-1,defensive,neutral,0.4375390402086827,mid,30.0,40.0,40.0
1270,Takafumi Yoshimoto,,,,,,,,
1271,Takashi Kiyama,3-4-2-1,balanced,soft,0.4185212714228675,high,37.5,25.0,25.0
1272,Takayuki Yoshida,3-4-2-1,balanced,soft,0.3299624505077281,mid,55.6,33.3,44.4
1273,Takeshi Oki,,,,,,,,
1274,Takuya Takagi,3-4-2-1,balanced,soft,0.4047556658190018,high,35.7,21.4,28.6
1275,Tamas Bodog,,,,,,,,
1276,Tamas Feczko,,attacking,neutral,,,75.0,50.0,0.0
1277,Tamas Peto,,defensive,soft,,,66.7,66.7,33.3
1278,Tareq Jaraya,4-4-2,defensive,neutral,,,37.5,50.0,40.6
1279,Tetsu Nagasawa,,,,,,,,
1280,Thiago Carpini,4-2-3-1,balanced,hard,0.4995791642883401,mid,38.3,29.8,29.8
1281,Thiago Gomes,5-3-2,defensive,neutral,,,0.0,0.0,100.0
1282,Thiago Leitão,4-2-3-1,defensive,neutral,,,0.0,33.3,66.7
1283,Thiago Nogueira,4-4-2,attacking,hard,,,50.0,0.0,0.0
1284,Thierry Debes,,,,,,,,
1285,Thierry Mouyouma,4-2-3-1,balanced,neutral,,,0.0,20.0,40.0
1286,Thomas Christiansen,3-4-2-1,balanced,neutral,,,25.0,0.0,25.0
1287,Thomas Kojo,4-3-3,balanced,soft,,,0.0,0.0,50.0
1288,Thomas Silberberger,3-4-1-2,balanced,neutral,,,24.1,27.6,31.0
1289,Thomas Thomasberg,4-1-4-1,balanced,neutral,0.3828760292659431,high,37.5,15.6,25.0
1290,Thorsten Fink,4-1-4-1,balanced,neutral,0.5625983006969727,low,33.3,27.3,27.3
1291,Tiago Margarido,4-3-3,balanced,hard,0.597105702325263,high,25.8,22.6,32.3
1292,Tiago Nunes,5-3-2,defensive,hard,,,100.0,100.0,0.0
1293,Todor Simov,4-2-3-1,defensive,neutral,0.2368810079347715,high,29.0,45.2,48.4
1294,Tomas Janotka,4-2-3-1,defensive,soft,,,0.0,0.0,100.0
1295,Tomasz Kafarski,,,,,,,,
1296,Tomasz Moskała,,,,,,,,
1297,Tomasz Tulacz,,,,,,,,
1298,Tom Cleverley,,balanced,soft,,,33.3,0.0,33.3
1299,Tomoaki Makino,,,,,,,,
1300,Tomohiro Katanosaka,,,,,,,,
1301,Tom Saintfiet,4-2-3-1,defensive,hard,,,0.0,33.3,50.0
1302,Tonda Eckert,4-2-3-1,attacking,neutral,0.5359428960106662,mid,50.0,26.9,9.6
1303,Toni Koskela,4-4-2,balanced,soft,0.2994218479835069,mid,20.0,0.0,40.0
1304,Toninho Andrade,4-2-3-1,defensive,neutral,,,66.7,66.7,33.3
1305,Toni Seligrat,,,,,,,,
1306,Tony Popovic,,,,,,,,
1307,Toru Oniki,4-4-2,attacking,soft,0.4205394351517595,high,92.9,64.3,7.1
1308,Toth Balazs,,balanced,neutral,,,33.3,33.3,33.3
1309,Ulf Kristiansson,4-4-2,balanced,soft,0.2272485883066508,mid,28.6,20.0,31.4
1310,Ulrich Landvreugd,,,,,,,,
1311,Unai Emery,4-2-3-1,balanced,neutral,0.4535328337575212,high,59.2,32.7,20.4
1312,Urs Fischer,3-5-2,balanced,neutral,0.4074451548063731,mid,27.3,12.1,33.3
1313,Vagner Mancini,4-2-3-1,balanced,hard,0.4980811041167005,mid,37.7,26.4,18.9
1314,Vahid Halilhodžić,4-1-4-1,defensive,neutral,0.3607633725735414,low,15.2,18.2,39.4
1315,Valdas Dambrauskas,,attacking,soft,,,0.0,0.0,0.0
1316,Valeriy Karpin,4-3-3,balanced,soft,,,50.0,50.0,50.0
1317,Vasco Costa,4-2-3-1,balanced,neutral,0.2929028994415166,mid,35.5,25.8,29.0
1318,Vasco Matos,,,,,,,,
1319,Vasco Seabra,4-2-3-1,balanced,hard,0.4581715965215818,mid,32.3,22.6,29.0
1320,Veljko Paunović,4-2-3-1,balanced,soft,,,50.0,0.0,50.0
1321,Vicente Iborra,,balanced,neutral,0.3788998264212321,mid,52.4,26.2,23.8
1322,Vicente Parras,,,,,,,,
1323,Victor Bernay,4-2-3-1,attacking,hard,,,0.0,0.0,0.0
1324,Victor Mihailov,,attacking,soft,,,25.0,25.0,0.0
1325,Víctor Sánchez,4-2-3-1,balanced,soft,,,33.3,33.3,33.3
1326,Vidian Valerius,,balanced,soft,,,33.3,0.0,33.3
1327,Viktor Gancharenko,4-3-3,balanced,hard,,,100.0,50.0,0.0
1328,Viktors Morozs,4-2-3-1,defensive,soft,,,33.3,33.3,33.3
1329,Vincent Euvrard,4-2-3-1,balanced,neutral,0.3548443063454041,mid,37.1,28.6,34.3
1330,Vincent Hognon,,attacking,soft,,,50.0,25.0,25.0
1331,Vincent Kompany,4-2-3-1,attacking,neutral,0.5096029405162512,mid,87.5,31.2,0.0
1332,Vincent Rychen,,balanced,soft,,,33.3,0.0,33.3
1333,Vincenzo Italiano,4-2-3-1,balanced,neutral,0.5483103892395633,mid,42.0,28.0,26.0
1334,Vincenzo Maiuri,,,,,,,,
1335,Vincenzo Montella,,,,,,,,
1336,Vítor Campelos,,attacking,soft,,,25.0,0.0,0.0
1337,Vitor Matos,4-2-3-1,balanced,neutral,0.6575545978897712,mid,38.0,24.0,20.0
1338,Vitor Pereira,4-2-3-1,balanced,neutral,0.4235276182597542,mid,34.0,30.0,34.0
1339,Vjatseslav Zahovaiko,,defensive,soft,,,0.0,0.0,100.0
1340,Vladimir Gudev,,defensive,soft,,,0.0,50.0,100.0
1341,Vladimir Petković,4-2-3-1,attacking,neutral,,,57.1,71.4,42.9
1342,Vladimir Soria,,,,,,,,
1343,Vladimir Weiss,4-2-3-1,balanced,soft,,,33.3,33.3,33.3
1344,Volkan Demirel,4-1-4-1,defensive,neutral,0.4666970993001886,mid,22.6,19.4,38.7
1345,Vyacheslav Eremeev,,,,,,,,
1346,Waguinho Dias,5-4-1,defensive,soft,,,0.0,0.0,100.0
1347,Waldemar Fornalik,,,,,,,,
1348,Wallace Kafrume Nassif Lemos,4-1-2-3,defensive,hard,,,0.0,0.0,100.0
1349,Walter Adrian Zunino,4-4-2,defensive,hard,,,0.0,0.0,100.0
1350,Washington Luiz dos Santos,4-3-3,attacking,hard,,,50.0,0.0,50.0
1351,Wilberth Perea,,,,,,,,
1352,Willemot Valentin,,,,,,,,
1353,William de Mattia,4-3-3,defensive,hard,,,33.3,66.7,66.7
1354,William Prunier,,attacking,soft,,,33.3,0.0,0.0
1355,Willy Sagnol,4-3-3,attacking,soft,,,50.0,50.0,0.0
1356,Wojciech Lobodzinski,,,,,,,,
1357,Wojciech Mroz,,attacking,neutral,,,75.0,50.0,0.0
1358,Wojciech Ścisło,,,,,,,,
1359,Wouter Vrancken,4-2-3-1,balanced,neutral,0.6250212308484898,high,57.1,25.7,22.9
1360,Xavi Molist,,,,,,,,
1361,Xiang Jun,,,,,,,,
1362,Yacoub Yassine,,attacking,soft,,,75.0,50.0,0.0
1363,Yannick Blanchard,,,,,,,,
1364,Yannick Ferrera,5-3-2,defensive,neutral,0.58883448597985,low,11.8,17.6,35.3
1365,Yasen Petrov,4-1-4-1,defensive,neutral,0.3273392227773791,high,22.6,19.4,51.6
1366,Yeghishe Melikyan,5-4-1,balanced,hard,,,0.0,0.0,0.0
1367,Yerai Martín,5-3-2,balanced,neutral,0.5240954861356086,mid,50.0,57.7,30.8
1368,Yoann Damet,4-2-3-1,balanced,neutral,0.3605175390826913,high,20.9,14.0,32.6
1369,Yoshiro Moriyama,,,,,,,,
1370,Yoshiyuki Kobayashi,4-4-2,balanced,soft,0.3640711281105609,mid,22.2,0.0,33.3
1371,Yosri Ben Kahla,,,,,,,,
1372,Young-Min Lee,3-4-3,defensive,neutral,0.1765857824878496,mid,20.0,30.0,50.0
1373,Yu Genwei,,,,,,,,
1374,Yuki Miyazawa,,,,,,,,
1375,Yuki Richard Stalph,3-5-2,balanced,neutral,,,100.0,33.3,0.0
1376,Yuriy Shatalov,,,,,,,,
1377,Yuzo Funakoshi,,,,,,,,
1378,Yuzo Tamura,,,,,,,,
1379,Zaki Badou,4-3-3,defensive,soft,,,0.0,50.0,100.0
1380,Zaki Noubir,,defensive,soft,,,50.0,50.0,50.0
1381,Zeca Amaral,,defensive,soft,,,0.0,0.0,100.0
1382,Zeki Murat Gole,,,,,,,,
1383,Zekirija Ramadani,4-4-2,balanced,soft,,,33.3,16.7,33.3
1384,Željko Kopić,4-3-3,balanced,neutral,0.8657784126734471,mid,44.4,33.3,19.4
1385,Zé Ricardo,4-3-3,balanced,hard,0.436829655729879,low,33.3,50.0,16.7
1386,Zhi Zheng,,,,,,,,
1387,Zlatko Dalić,3-4-2-1,balanced,hard,,,50.0,0.0,0.0
1388,Zoltán Aczél,,,,,,,,
1389,Zoltán Molnár,,,,,,,,
1390,Zoltán Szélesi,,,,,,,,
1391,Zoumana Camara,,attacking,neutral,,,80.0,80.0,0.0
1392,Zsolt Gunther,,,,,,,,
1393,Zsolt Hornyak,,,,,,,,
1394,Abdel Bouhazama,3-4-2-1,attacking,possession,0.81,high,8.7,8.7,34.78
1395,Abdoulay Konko,4-1-4-1,defensive,pragmatic,0.43,medium,0.0,0.0,100.0
1396,Adi Hütter,3-4-2-1,attacking,gegenpress,0.82,high,48.54,26.21,18.45
1397,Ahmed Kantari,4-2-3-1,defensive,pragmatic,0.32,medium,10.53,21.05,36.84
1398,Aitor Karanka,4-2-3-1,defensive,pragmatic,0.36,low,33.33,50.0,50.0
1399,Alberto Gallego,4-4-2,defensive,counter,0.39,low,20.0,0.0,60.0
1400,Alberto Gilardino,3-5-2,balanced,flexible,0.63,medium,20.55,20.55,35.62
1401,Alessandro Nesta,5-3-2,balanced,flexible,0.62,medium,16.67,22.22,36.11
1402,Alessio Dionisi,4-2-3-1,attacking,possession,0.74,high,30.85,12.77,22.34
1403,Alexander Schmidt,3-4-3,defensive,counter,0.41,low,,,
1404,Alexander Zorniger,4-1-4-1,balanced,possession,0.6,medium,,,
1405,Andrea Pirlo,4-3-3,balanced,possession,0.62,medium,4.55,9.09,54.55
1406,Andrea Soncin,4-4-2,defensive,direct,0.31,medium,11.11,5.56,33.33
1407,Andreas Patz,3-4-3,balanced,flexible,0.59,medium,,,
1408,Andrew Crofts,3-5-2,defensive,pragmatic,0.34,low,66.67,50.0,16.67
1409,Andriy Shevchenko,4-3-3,balanced,possession,0.71,medium,4.76,14.29,42.86
1410,Ange Postecoglou,4-3-3,attacking,possession,0.88,high,42.17,19.28,16.87
1411,Antoine Kombouaré,4-2-3-1,balanced,flexible,0.71,medium,26.47,23.53,30.39
1412,Aurelio Andreazzoli,4-1-4-1,defensive,pragmatic,0.45,low,23.91,21.74,32.61
1413,Benoît Tavenot,3-5-2,balanced,flexible,0.5,medium,0.0,23.08,53.85
1414,Bruno Grougi,3-4-2-1,balanced,possession,0.57,medium,18.18,27.27,36.36
1415,Bruno Génésio,4-3-3,attacking,possession,0.74,high,50.59,34.12,17.65
1416,Bruno Lage,4-4-2,balanced,flexible,0.53,medium,48.0,36.0,44.0
1417,Carlos Carvalhal,3-4-3,balanced,pragmatic,0.43,medium,25.81,32.26,32.26
1418,Christian Brand,3-4-3,balanced,flexible,0.42,medium,,,
