point_diff
9
-5
-11
-6
26
38
-16
8
3
10
-12
6
7
26
12
-13
-6
8
-11
-23
-8
16
-8
-24
-14
-22
14
-8
-6
-23
17
4
36
-6
29
3
9
-14
6
9
6
-6
-9
35
1
-24
20
-4
14
8
-23
-10
-21
-2
2
17
-22
-9
9
5
-26
-8
-14
-12
14
-2
3
-4
-5
18
50
7
-5
16
-16
23
23
8
3
-37
-3
18
14
-7
22
-17
10
-14
28
-8
20
5
22
-2
7
-15
-6
41
13
5
-5
4
-11
15
-3
-14
19
-8
22
-13
-13
-16
-21
10
-9
17
-16
2
-8
-25
-11
-10
27
9
-10
18
-11
38
-23
27
17
2
9
21
-4
9
-11
9
5
3
-11
6
27
-12
8
14
-30
-10
28
-15
7
25
-16
27
-4
-9
12
-7
-10
6
12
-8
-9
-1
22
5
-4
52
-4
12
12
7
5
-4
8
-41
-17
-16
-12
1
-10
13
5
11
-6
-8
-2
-10
35
-6
-10
-2
6
-3
6
6
7
2
9
1
7
-7
24
-8
-16
12
-13
10
21
10
-18
11
-10
-19
-7
11
-2
-6
31
-13
-14
-8
-10
-35
-6
17
6
-22
12
27
35
-2
-10
-16
-18
-3
-12
-21
8
13
4
9
-12
10
-12
9
7
-15
15
16
2
-11
8
-13
-10
-11
-7
29
-19
11
14
19
-6
21
-7
2
7
-3
15
11
-17
-26
-10
10
7
-5
-7
3
25
31
-13
-23
-6
-3
20
-34
13
21
-3
12
-13
3
-19
7
10
13
16
7
15
13
-23
-2
-8
13
-12
-27
-20
7
3
-3
28
12
-25
-2
-11
41
5
-13
37
25
-14
4
-2
2
25
18
25
23
-10
-8
12
2
-17
-36
-4
-21
-7
-12
-3
-7
15
-8
-44
-6
7
26
-1
-7
14
7
1
-4
19
-3
17
4
-13
-9
25
60
3
-1
-18
30
-12
-9
-12
-4
21
-1
-12
29
-12
-18
-15
-8
1
-14
-2
22
-12
-13
7
10
5
-16
4
14
4
4
-17
-9
35
-3
-5
48
21
-10
8
4
-4
2
-23
14
11
18
2
-15
1
9
29
-6
-2
10
14
-6
8
-20
32
19
10
-3
15
17
11
2
-13
8
-8
8
-10
2
-7
-30
-26
-14
-11
12
18
-13
-6
-16
-10
7
-17
-15
9
13
12
9
-1
-19
-16
18
38
4
-9
-12
-22
-8
3
-1
22
4
-2
-9
-1
1
33
-3
18
-18
9
3
-5
12
42
39
7
-11
15
25
21
-16
28
10
49
1
-15
-10
-19
25
7
14
11
12
2
20
15
10
3
2
-3
-17
12
32
-10
38
11
-7
-17
3
11
23
-20
-21
11
-5
13
-5
-6
-8
2
-14
23
-6
1
-30
34
22
-3
7
13
-7
12
4
-26
22
25
9
-24
-9
5
-27
4
-13
-8
32
-7
-4
15
30
15
-12
45
13
1
-8
-21
5
-3
16
-1
-3
9
-3
-5
-21
18
7
-7
38
18
